runtime_days,infected,reinfected,long_covid_cases,min_productivity,param_name,param_value,run,agents,backend
86,6010,0,492,70.01083724975585,v_start_time,180,5,10000,gpu
168,7515,4294,632,62.43429794311523,v_start_time,180,6,10000,gpu
93,5882,0,430,71.3865771484375,v_start_time,180,7,10000,gpu
86,5735,1,333,73.55191635131835,v_start_time,180,8,10000,gpu
216,8056,9080,749,55.02763977050782,v_start_time,180,9,10000,gpu
169,7520,4330,512,60.787714538574214,v_start_time,180,10,10000,gpu
97,5648,12,326,74.91318298339844,v_start_time,180,11,10000,gpu
97,5985,22,532,73.26829681396485,v_start_time,180,12,10000,gpu
186,7081,3597,385,67.58111236572266,v_start_time,180,13,10000,gpu
88,5549,0,363,74.54738098144531,v_start_time,180,14,10000,gpu
226,8318,9752,754,55.47544921875001,v_start_time,180,15,10000,gpu
99,5933,9,282,74.38384506225586,v_start_time,180,16,10000,gpu
213,8384,9782,772,54.32904357910155,v_start_time,180,17,10000,gpu
108,5408,26,336,74.38162841796874,v_start_time,180,18,10000,gpu
239,7874,8389,788,57.9044923400879,v_start_time,180,19,10000,gpu
101,5631,6,372,72.63439270019532,v_start_time,180,20,10000,gpu
170,6528,2920,430,68.45886352539063,v_start_time,180,21,10000,gpu
86,5945,0,390,70.37231613159179,v_start_time,180,22,10000,gpu
96,5979,3,448,71.62865081787109,v_start_time,180,23,10000,gpu
89,5827,6,369,70.98125793457031,v_start_time,180,24,10000,gpu
154,7460,4217,592,63.27735153198242,v_start_time,180,25,10000,gpu
221,8110,8707,712,57.18086380004883,v_start_time,180,26,10000,gpu
94,5632,9,341,73.41082473754884,v_start_time,180,27,10000,gpu
85,5873,0,336,75.0174282836914,v_start_time,180,28,10000,gpu
112,5519,82,203,74.90816612243653,v_start_time,180,29,10000,gpu
98,5272,3,280,75.37779403686523,v_start_time,180,30,10000,gpu
244,8285,9683,704,53.22437149047852,v_start_time,180,31,10000,gpu
88,5339,0,394,76.8447804260254,v_start_time,180,32,10000,gpu
91,6053,2,505,73.37623718261719,v_start_time,180,33,10000,gpu
231,8210,8974,782,58.4791925048828,v_start_time,180,34,10000,gpu
212,7982,8322,548,58.50690353393555,v_start_time,180,35,10000,gpu
89,5942,0,245,73.1785905456543,v_start_time,180,36,10000,gpu
94,5531,2,324,77.00866775512696,v_start_time,180,37,10000,gpu
90,6072,0,338,71.49876586914063,v_start_time,180,38,10000,gpu
98,5838,7,410,72.34284133911133,v_start_time,180,39,10000,gpu
93,5821,3,401,74.97443725585937,v_start_time,180,40,10000,gpu
220,7803,8129,793,59.174634094238286,v_start_time,180,41,10000,gpu
107,5255,24,363,75.76888977050783,v_start_time,180,42,10000,gpu
243,7872,8323,576,59.75103576660157,v_start_time,180,43,10000,gpu
93,6401,5,360,71.74061218261718,v_start_time,180,44,10000,gpu
82,5601,0,384,78.06758422851563,v_start_time,180,45,10000,gpu
149,7152,3745,613,64.8467300415039,v_start_time,180,46,10000,gpu
95,5772,4,345,77.70487121582032,v_start_time,180,47,10000,gpu
90,5464,0,367,73.91535003662109,v_start_time,180,48,10000,gpu
100,5697,8,292,76.66672912597656,v_start_time,180,49,10000,gpu
365,8947,25380,1113,44.54456481933594,v_start_time,360,0,10000,gpu
98,5931,6,353,74.10324523925782,v_start_time,360,1,10000,gpu
89,5575,0,289,75.68251266479493,v_start_time,360,2,10000,gpu
218,8095,9122,697,56.19207092285157,v_start_time,360,3,10000,gpu
45,15,0,1,99.91,v_start_time,360,4,10000,gpu
86,6010,0,492,70.01083724975585,v_start_time,360,5,10000,gpu
168,7515,4294,632,62.43429794311523,v_start_time,360,6,10000,gpu
93,5882,0,430,71.3865771484375,v_start_time,360,7,10000,gpu
86,5735,1,333,73.55191635131835,v_start_time,360,8,10000,gpu
216,8056,9080,749,55.02533630371094,v_start_time,360,9,10000,gpu
169,7520,4330,512,60.787714538574214,v_start_time,360,10,10000,gpu
97,5648,12,326,74.91318298339844,v_start_time,360,11,10000,gpu
97,5985,22,532,73.26829681396485,v_start_time,360,12,10000,gpu
186,7081,3597,385,67.58111236572266,v_start_time,360,13,10000,gpu
88,5549,0,363,74.54738098144531,v_start_time,360,14,10000,gpu
229,8317,9761,744,55.46151489257812,v_start_time,360,15,10000,gpu
99,5933,9,282,74.38384506225586,v_start_time,360,16,10000,gpu
213,8384,9782,771,54.35329223632812,v_start_time,360,17,10000,gpu
108,5408,26,336,74.38162841796874,v_start_time,360,18,10000,gpu
365,8684,22636,942,48.72726104736328,v_start_time,360,19,10000,gpu
101,5631,6,372,72.63439270019532,v_start_time,360,20,10000,gpu
170,6528,2920,430,68.45886352539063,v_start_time,360,21,10000,gpu
86,5945,0,390,70.37231613159179,v_start_time,360,22,10000,gpu
96,5979,3,448,71.62865081787109,v_start_time,360,23,10000,gpu
89,5827,6,369,70.98125793457031,v_start_time,360,24,10000,gpu
154,7460,4217,592,63.27735153198242,v_start_time,360,25,10000,gpu
225,8110,8713,709,57.16467864990234,v_start_time,360,26,10000,gpu
94,5632,9,341,73.41082473754884,v_start_time,360,27,10000,gpu
85,5873,0,336,75.0174282836914,v_start_time,360,28,10000,gpu
112,5519,82,203,74.90816612243653,v_start_time,360,29,10000,gpu
98,5272,3,280,75.37779403686523,v_start_time,360,30,10000,gpu
365,8920,25849,734,46.833561401367184,v_start_time,360,31,10000,gpu
88,5339,0,394,76.8447804260254,v_start_time,360,32,10000,gpu
91,6053,2,505,73.37623718261719,v_start_time,360,33,10000,gpu
344,8815,19597,922,50.28810668945313,v_start_time,360,34,10000,gpu
212,7982,8322,546,58.50690353393555,v_start_time,360,35,10000,gpu
89,5942,0,245,73.1785905456543,v_start_time,360,36,10000,gpu
94,5531,2,324,77.00866775512696,v_start_time,360,37,10000,gpu
90,6072,0,338,71.49876586914063,v_start_time,360,38,10000,gpu
98,5838,7,410,72.34284133911133,v_start_time,360,39,10000,gpu
93,5821,3,401,74.97443725585937,v_start_time,360,40,10000,gpu
221,7803,8130,785,59.19525695800781,v_start_time,360,41,10000,gpu
107,5255,24,363,75.76888977050783,v_start_time,360,42,10000,gpu
365,8724,21751,670,50.6877082824707,v_start_time,360,43,10000,gpu
93,6401,5,360,71.74061218261718,v_start_time,360,44,10000,gpu
82,5601,0,384,78.06758422851563,v_start_time,360,45,10000,gpu
149,7152,3745,613,64.8467300415039,v_start_time,360,46,10000,gpu
95,5772,4,345,77.70487121582032,v_start_time,360,47,10000,gpu
90,5464,0,367,73.91535003662109,v_start_time,360,48,10000,gpu
100,5697,8,292,76.66672912597656,v_start_time,360,49,10000,gpu
365,8947,25380,1113,44.54456481933594,vaccination_pct,0,0,10000,gpu
98,5931,6,353,74.10324523925782,vaccination_pct,0,1,10000,gpu
89,5575,0,289,75.68251266479493,vaccination_pct,0,2,10000,gpu
218,8095,9122,697,56.19207092285157,vaccination_pct,0,3,10000,gpu
45,15,0,1,99.91,vaccination_pct,0,4,10000,gpu
86,6010,0,492,70.01083724975585,vaccination_pct,0,5,10000,gpu
168,7515,4294,632,62.43429794311523,vaccination_pct,0,6,10000,gpu
93,5882,0,430,71.3865771484375,vaccination_pct,0,7,10000,gpu
86,5735,1,333,73.55191635131835,vaccination_pct,0,8,10000,gpu
216,8056,9080,749,55.02533630371094,vaccination_pct,0,9,10000,gpu
169,7520,4330,512,60.787714538574214,vaccination_pct,0,10,10000,gpu
97,5648,12,326,74.91318298339844,vaccination_pct,0,11,10000,gpu
97,5985,22,532,73.26829681396485,vaccination_pct,0,12,10000,gpu
186,7081,3597,385,67.58111236572266,vaccination_pct,0,13,10000,gpu
88,5549,0,363,74.54738098144531,vaccination_pct,0,14,10000,gpu
229,8317,9761,744,55.46151489257812,vaccination_pct,0,15,10000,gpu
99,5933,9,282,74.38384506225586,vaccination_pct,0,16,10000,gpu
213,8384,9782,771,54.35329223632812,vaccination_pct,0,17,10000,gpu
108,5408,26,336,74.38162841796874,vaccination_pct,0,18,10000,gpu
365,8695,23256,942,48.72959671020508,vaccination_pct,0,19,10000,gpu
101,5631,6,372,72.63439270019532,vaccination_pct,0,20,10000,gpu
170,6528,2920,430,68.45886352539063,vaccination_pct,0,21,10000,gpu
86,5945,0,390,70.37231613159179,vaccination_pct,0,22,10000,gpu
96,5979,3,448,71.62865081787109,vaccination_pct,0,23,10000,gpu
89,5827,6,369,70.98125793457031,vaccination_pct,0,24,10000,gpu
154,7460,4217,592,63.27735153198242,vaccination_pct,0,25,10000,gpu
225,8110,8713,709,57.16467864990234,vaccination_pct,0,26,10000,gpu
94,5632,9,341,73.41082473754884,vaccination_pct,0,27,10000,gpu
85,5873,0,336,75.0174282836914,vaccination_pct,0,28,10000,gpu
112,5519,82,203,74.90816612243653,vaccination_pct,0,29,10000,gpu
98,5272,3,280,75.37779403686523,vaccination_pct,0,30,10000,gpu
365,8957,26935,734,46.833561401367184,vaccination_pct,0,31,10000,gpu
88,5339,0,394,76.8447804260254,vaccination_pct,0,32,10000,gpu
91,6053,2,505,73.37623718261719,vaccination_pct,0,33,10000,gpu
344,8815,19597,922,50.28810668945313,vaccination_pct,0,34,10000,gpu
212,7982,8322,546,58.50690353393555,vaccination_pct,0,35,10000,gpu
89,5942,0,245,73.1785905456543,vaccination_pct,0,36,10000,gpu
94,5531,2,324,77.00866775512696,vaccination_pct,0,37,10000,gpu
90,6072,0,338,71.49876586914063,vaccination_pct,0,38,10000,gpu
98,5838,7,410,72.34284133911133,vaccination_pct,0,39,10000,gpu
93,5821,3,401,74.97443725585937,vaccination_pct,0,40,10000,gpu
221,7803,8130,785,59.19525695800781,vaccination_pct,0,41,10000,gpu
107,5255,24,363,75.76888977050783,vaccination_pct,0,42,10000,gpu
365,8724,21775,670,50.6877082824707,vaccination_pct,0,43,10000,gpu
93,6401,5,360,71.74061218261718,vaccination_pct,0,44,10000,gpu
82,5601,0,384,78.06758422851563,vaccination_pct,0,45,10000,gpu
149,7152,3745,613,64.8467300415039,vaccination_pct,0,46,10000,gpu
95,5772,4,345,77.70487121582032,vaccination_pct,0,47,10000,gpu
90,5464,0,367,73.91535003662109,vaccination_pct,0,48,10000,gpu
100,5697,8,292,76.66672912597656,vaccination_pct,0,49,10000,gpu
272,8475,12927,951,53.72047393798829,vaccination_pct,30,0,10000,gpu
98,5931,6,353,74.10324523925782,vaccination_pct,30,1,10000,gpu
89,5575,0,289,75.68251266479493,vaccination_pct,30,2,10000,gpu
218,8095,9122,697,56.20142700195312,vaccination_pct,30,3,10000,gpu
45,15,0,1,99.91,vaccination_pct,30,4,10000,gpu
86,6010,0,492,70.01083724975585,vaccination_pct,30,5,10000,gpu
168,7515,4294,632,62.43429794311523,vaccination_pct,30,6,10000,gpu
93,5882,0,430,71.3865771484375,vaccination_pct,30,7,10000,gpu
86,5735,1,333,73.55191635131835,vaccination_pct,30,8,10000,gpu
216,8056,9080,749,55.02763977050782,vaccination_pct,30,9,10000,gpu
169,7520,4330,512,60.787714538574214,vaccination_pct,30,10,10000,gpu
97,5648,12,326,74.91318298339844,vaccination_pct,30,11,10000,gpu
97,5985,22,532,73.26829681396485,vaccination_pct,30,12,10000,gpu
186,7081,3597,385,67.58111236572266,vaccination_pct,30,13,10000,gpu
88,5549,0,363,74.54738098144531,vaccination_pct,30,14,10000,gpu
230,8317,9763,737,55.455449218750005,vaccination_pct,30,15,10000,gpu
99,5933,9,282,74.38384506225586,vaccination_pct,30,16,10000,gpu
213,8384,9782,772,54.32904357910155,vaccination_pct,30,17,10000,gpu
108,5408,26,336,74.38162841796874,vaccination_pct,30,18,10000,gpu
365,8319,16624,810,53.762297515869136,vaccination_pct,30,19,10000,gpu
101,5631,6,372,72.63439270019532,vaccination_pct,30,20,10000,gpu
170,6528,2920,430,68.45886352539063,vaccination_pct,30,21,10000,gpu
86,5945,0,390,70.37231613159179,vaccination_pct,30,22,10000,gpu
96,5979,3,448,71.62865081787109,vaccination_pct,30,23,10000,gpu
89,5827,6,369,70.98125793457031,vaccination_pct,30,24,10000,gpu
154,7460,4217,592,63.27735153198242,vaccination_pct,30,25,10000,gpu
224,8110,8709,709,57.170863800048835,vaccination_pct,30,26,10000,gpu
94,5632,9,341,73.41082473754884,vaccination_pct,30,27,10000,gpu
85,5873,0,336,75.0174282836914,vaccination_pct,30,28,10000,gpu
112,5519,82,203,74.90816612243653,vaccination_pct,30,29,10000,gpu
98,5272,3,280,75.37779403686523,vaccination_pct,30,30,10000,gpu
365,8651,18718,567,49.577879333496085,vaccination_pct,30,31,10000,gpu
88,5339,0,394,76.8447804260254,vaccination_pct,30,32,10000,gpu
91,6053,2,505,73.37623718261719,vaccination_pct,30,33,10000,gpu
365,8578,16771,710,55.32232177734375,vaccination_pct,30,34,10000,gpu
212,7982,8322,548,58.50690353393555,vaccination_pct,30,35,10000,gpu
89,5942,0,245,73.1785905456543,vaccination_pct,30,36,10000,gpu
94,5531,2,324,77.00866775512696,vaccination_pct,30,37,10000,gpu
90,6072,0,338,71.49876586914063,vaccination_pct,30,38,10000,gpu
98,5838,7,410,72.34284133911133,vaccination_pct,30,39,10000,gpu
93,5821,3,401,74.97443725585937,vaccination_pct,30,40,10000,gpu
220,7803,8129,793,59.174634094238286,vaccination_pct,30,41,10000,gpu
107,5255,24,363,75.76888977050783,vaccination_pct,30,42,10000,gpu
365,8258,14660,533,58.08100921630859,vaccination_pct,30,43,10000,gpu
93,6401,5,360,71.74061218261718,vaccination_pct,30,44,10000,gpu
82,5601,0,384,78.06758422851563,vaccination_pct,30,45,10000,gpu
149,7152,3745,613,64.8467300415039,vaccination_pct,30,46,10000,gpu
95,5772,4,345,77.70487121582032,vaccination_pct,30,47,10000,gpu
90,5464,0,367,73.91535003662109,vaccination_pct,30,48,10000,gpu
100,5697,8,292,76.66672912597656,vaccination_pct,30,49,10000,gpu
365,8530,15984,865,53.833642578124994,vaccination_pct,50,0,10000,gpu
98,5931,6,353,74.10324523925782,vaccination_pct,50,1,10000,gpu
89,5575,0,289,75.68251266479493,vaccination_pct,50,2,10000,gpu
218,8095,9122,697,56.20142700195312,vaccination_pct,50,3,10000,gpu
45,15,0,1,99.91,vaccination_pct,50,4,10000,gpu
86,6010,0,492,70.01083724975585,vaccination_pct,50,5,10000,gpu
168,7515,4294,632,62.43429794311523,vaccination_pct,50,6,10000,gpu
93,5882,0,430,71.3865771484375,vaccination_pct,50,7,10000,gpu
86,5735,1,333,73.55191635131835,vaccination_pct,50,8,10000,gpu
216,8056,9080,749,55.02763977050782,vaccination_pct,50,9,10000,gpu
169,7520,4330,512,60.787714538574214,vaccination_pct,50,10,10000,gpu
97,5648,12,326,74.91318298339844,vaccination_pct,50,11,10000,gpu
97,5985,22,532,73.26829681396485,vaccination_pct,50,12,10000,gpu
186,7081,3597,385,67.58111236572266,vaccination_pct,50,13,10000,gpu
88,5549,0,363,74.54738098144531,vaccination_pct,50,14,10000,gpu
228,8318,9754,749,55.46544921875001,vaccination_pct,50,15,10000,gpu
99,5933,9,282,74.38384506225586,vaccination_pct,50,16,10000,gpu
213,8384,9782,772,54.32904357910155,vaccination_pct,50,17,10000,gpu
108,5408,26,336,74.38162841796874,vaccination_pct,50,18,10000,gpu
279,7908,8866,797,57.22047912597657,vaccination_pct,50,19,10000,gpu
101,5631,6,372,72.63439270019532,vaccination_pct,50,20,10000,gpu
170,6528,2920,430,68.45886352539063,vaccination_pct,50,21,10000,gpu
86,5945,0,390,70.37231613159179,vaccination_pct,50,22,10000,gpu
96,5979,3,448,71.62865081787109,vaccination_pct,50,23,10000,gpu
89,5827,6,369,70.98125793457031,vaccination_pct,50,24,10000,gpu
154,7460,4217,592,63.27735153198242,vaccination_pct,50,25,10000,gpu
225,8110,8710,707,57.170863800048835,vaccination_pct,50,26,10000,gpu
94,5632,9,341,73.41082473754884,vaccination_pct,50,27,10000,gpu
85,5873,0,336,75.0174282836914,vaccination_pct,50,28,10000,gpu
112,5519,82,203,74.90816612243653,vaccination_pct,50,29,10000,gpu
98,5272,3,280,75.37779403686523,vaccination_pct,50,30,10000,gpu
365,8530,15164,471,52.148697204589844,vaccination_pct,50,31,10000,gpu
88,5339,0,394,76.8447804260254,vaccination_pct,50,32,10000,gpu
91,6053,2,505,73.37623718261719,vaccination_pct,50,33,10000,gpu
231,8211,8992,784,58.50231903076172,vaccination_pct,50,34,10000,gpu
212,7982,8322,548,58.50690353393555,vaccination_pct,50,35,10000,gpu
89,5942,0,245,73.1785905456543,vaccination_pct,50,36,10000,gpu
94,5531,2,324,77.00866775512696,vaccination_pct,50,37,10000,gpu
90,6072,0,338,71.49876586914063,vaccination_pct,50,38,10000,gpu
98,5838,7,410,72.34284133911133,vaccination_pct,50,39,10000,gpu
93,5821,3,401,74.97443725585937,vaccination_pct,50,40,10000,gpu
220,7803,8129,793,59.174634094238286,vaccination_pct,50,41,10000,gpu
107,5255,24,363,75.76888977050783,vaccination_pct,50,42,10000,gpu
365,7995,10159,487,58.49612731933593,vaccination_pct,50,43,10000,gpu
93,6401,5,360,71.74061218261718,vaccination_pct,50,44,10000,gpu
82,5601,0,384,78.06758422851563,vaccination_pct,50,45,10000,gpu
149,7152,3745,613,64.8467300415039,vaccination_pct,50,46,10000,gpu
95,5772,4,345,77.70487121582032,vaccination_pct,50,47,10000,gpu
90,5464,0,367,73.91535003662109,vaccination_pct,50,48,10000,gpu
100,5697,8,292,76.66672912597656,vaccination_pct,50,49,10000,gpu
247,8365,10923,913,55.17100402832031,vaccination_pct,80,0,10000,gpu
98,5931,6,353,74.10324523925782,vaccination_pct,80,1,10000,gpu
89,5575,0,289,75.68251266479493,vaccination_pct,80,2,10000,gpu
218,8095,9122,697,56.20142700195312,vaccination_pct,80,3,10000,gpu
45,15,0,1,99.91,vaccination_pct,80,4,10000,gpu
86,6010,0,492,70.01083724975585,vaccination_pct,80,5,10000,gpu
168,7515,4294,632,62.43429794311523,vaccination_pct,80,6,10000,gpu
93,5882,0,430,71.3865771484375,vaccination_pct,80,7,10000,gpu
86,5735,1,333,73.55191635131835,vaccination_pct,80,8,10000,gpu
216,8056,9080,749,55.02763977050782,vaccination_pct,80,9,10000,gpu
169,7520,4330,512,60.787714538574214,vaccination_pct,80,10,10000,gpu
97,5648,12,326,74.91318298339844,vaccination_pct,80,11,10000,gpu
97,5985,22,532,73.26829681396485,vaccination_pct,80,12,10000,gpu
186,7081,3597,385,67.58111236572266,vaccination_pct,80,13,10000,gpu
88,5549,0,363,74.54738098144531,vaccination_pct,80,14,10000,gpu
226,8318,9752,754,55.47544921875001,vaccination_pct,80,15,10000,gpu
99,5933,9,282,74.38384506225586,vaccination_pct,80,16,10000,gpu
213,8384,9782,772,54.32904357910155,vaccination_pct,80,17,10000,gpu
108,5408,26,336,74.38162841796874,vaccination_pct,80,18,10000,gpu
239,7874,8389,788,57.9044923400879,vaccination_pct,80,19,10000,gpu
101,5631,6,372,72.63439270019532,vaccination_pct,80,20,10000,gpu
170,6528,2920,430,68.45886352539063,vaccination_pct,80,21,10000,gpu
86,5945,0,390,70.37231613159179,vaccination_pct,80,22,10000,gpu
96,5979,3,448,71.62865081787109,vaccination_pct,80,23,10000,gpu
89,5827,6,369,70.98125793457031,vaccination_pct,80,24,10000,gpu
154,7460,4217,592,63.27735153198242,vaccination_pct,80,25,10000,gpu
221,8110,8707,712,57.18086380004883,vaccination_pct,80,26,10000,gpu
94,5632,9,341,73.41082473754884,vaccination_pct,80,27,10000,gpu
85,5873,0,336,75.0174282836914,vaccination_pct,80,28,10000,gpu
112,5519,82,203,74.90816612243653,vaccination_pct,80,29,10000,gpu
98,5272,3,280,75.37779403686523,vaccination_pct,80,30,10000,gpu
244,8285,9683,704,53.22437149047852,vaccination_pct,80,31,10000,gpu
88,5339,0,394,76.8447804260254,vaccination_pct,80,32,10000,gpu
91,6053,2,505,73.37623718261719,vaccination_pct,80,33,10000,gpu
231,8210,8974,782,58.4791925048828,vaccination_pct,80,34,10000,gpu
212,7982,8322,548,58.50690353393555,vaccination_pct,80,35,10000,gpu
89,5942,0,245,73.1785905456543,vaccination_pct,80,36,10000,gpu
94,5531,2,324,77.00866775512696,vaccination_pct,80,37,10000,gpu
90,6072,0,338,71.49876586914063,vaccination_pct,80,38,10000,gpu
98,5838,7,410,72.34284133911133,vaccination_pct,80,39,10000,gpu
93,5821,3,401,74.97443725585937,vaccination_pct,80,40,10000,gpu
220,7803,8129,793,59.174634094238286,vaccination_pct,80,41,10000,gpu
107,5255,24,363,75.76888977050783,vaccination_pct,80,42,10000,gpu
243,7872,8323,576,59.75103576660157,vaccination_pct,80,43,10000,gpu
93,6401,5,360,71.74061218261718,vaccination_pct,80,44,10000,gpu
82,5601,0,384,78.06758422851563,vaccination_pct,80,45,10000,gpu
149,7152,3745,613,64.8467300415039,vaccination_pct,80,46,10000,gpu
95,5772,4,345,77.70487121582032,vaccination_pct,80,47,10000,gpu
90,5464,0,367,73.91535003662109,vaccination_pct,80,48,10000,gpu
100,5697,8,292,76.66672912597656,vaccination_pct,80,49,10000,gpu
